input,output,instruction
"甲公司于2014年1月1日发行5年期、一次还本、分期付息的公司债券，每年12月31日支付利息。该公司债券票面利率为5$\%$，面值总额为300000万元，发行价格总额为313387万元；支付发行费用10万元。假定该公司每年年末采用实际利率法摊销债券溢折价，实际利率为4$\%$。2015年12月31日该应付债券的账面余额为____。
A. 308008.2万元
B. 308026.2万元
C. 308316.12万元
D. 308348.56万元
",D. 308348.56万元,以下是中国关于会计考试的单项选择题，请选出其中的正确答案。
"私人股权包括未上市企业和上市企业非公开发行和交易的____
A. 普通股
B. 依法可转换为普通股的优先股
C. 可转换债券
D. 以上都是
",D. 以上都是,以下是中国关于基金从业资格证考试的单项选择题，请选出其中的正确答案。
"根据企业在不同发展阶段的特征，下列各项中正确的是____。
A. 衰退期财务风险和经营风险都高，股利全部分配给股东，股价呈下降并波动趋势
B. 成熟期财务风险和经营风险和股利分配率都是中等，资本结构为权益资本加债务资本
C. 导入期经营风险很高而财务风险很低，资本来源主要是风险资本，随着企业的发展股价迅速增长
D. 成长期经营风险高而财务风险低，权益资本在资本来源中所占的比重增加，股利分配率低且股价也较低
",C. 导入期经营风险很高而财务风险很低，资本来源主要是风险资本，随着企业的发展股价迅速增长,以下是中国关于公司战略与风险管理考试的单项选择题，请选出其中的正确答案。
"期货市场监管方面，我国形成了中国证监会、地方证监局、____、中国期货业协会和中国期货市场监控中心“五位一体”的监管体系与较为完善的期货监管法律体系。
A. 原中国银监会
B. 期货交易所
C. 原中国保监会
D. 中史银行
",B. 期货交易所,以下是中国关于证券从业资格证考试的单项选择题，请选出其中的正确答案。
"金融业国际化对一国国内金融可能带来的消极作用不包括____。
A. 国内金融业竞争加剧，可能导致国内金融机构的萎缩
B. 推动金融市场稳定
C. 给金融业带来更大的金融风险
D. 给国内金融监管带来更大的困难
",B. 推动金融市场稳定,以下是中国关于商业银行金融学考试的单项选择题，请选出其中的正确答案。
"甲品牌手机在C国国内已经具有一定知名度，但由于国外手机品牌已经占领大部分国际市场，甲品牌手机全球化压力非常大，企业的资源优势只能在国内发挥作用。因此甲企业决定围绕本土有价值的资源，对企业价值链的某些环节进行重组，以此来躲避外来竞争对手的冲击，保持企业的独立性。甲企业的做法属于本土企业战略选择中的____。
A. “防御者”
B. “扩张者”
C. “躲闪者”
D. “抗衡者”
",C. “躲闪者”,以下是中国关于公司战略与风险管理考试的单项选择题，请选出其中的正确答案。
"下列与销售相关的内部控制中，与销售收入的发生认定直接相关的是____。
A. 商业折扣必须经过适当的授权审批
B. 负责开具发票的人员无权修改开票系统中已设置好的商品价目表
C. 销售交易以经过审核的发运凭证、销售发票及经过批准的客户订购单为依据登记入账
D. 每月末，由独立人员对应收账款明细账和总账进行调节
",C. 销售交易以经过审核的发运凭证、销售发票及经过批准的客户订购单为依据登记入账,以下是中国关于审计学考试的单项选择题，请选出其中的正确答案。
"债券面值的寄义除了票面金额还包括____。
A. 债券的偿还期
B. 债券的票面利率
C. 债券的票面币种
D. 债券的发行者
",C. 债券的票面币种,以下是中国关于金融市场学考试的单项选择题，请选出其中的正确答案。
"以下关于基金资产估值的表述，正确的是____。
A. 对流动性差的证券估值需注意“滥估”问题
B. 海外基金的估值频率最长为每周估值一次
C. 为保持估值方法的一致性，基金不得变更估值方法
D. 基金资产估值的责任人是基金托管人
",A. 对流动性差的证券估值需注意“滥估”问题,以下是中国关于基金从业资格证考试的单项选择题，请选出其中的正确答案。
"对冲比率是0.70意味着对冲资产组合应该包括____。
A. 每卖出1股股票，要买人0.70份看涨期权
B. 每买入1股股票，要卖出0.70份看涨期权
C. 每卖出1份看涨期权，要买入0.70股股票
D. 每买入1份看涨期权，要买入0.70股股票
",C. 每卖出1份看涨期权，要买入0.70股股票,以下是中国关于投资学考试的单项选择题，请选出其中的正确答案。
".下列行为中，属于土地增值税征税范围的是____。
A. 企业间的房屋置换
B. 某人将自有房产无偿赠与子女
C. 某人将自有的一套闲置住房出租
D. 某企业通过福利机构将一套房产无偿赠与养老院
",A. 企业间的房屋置换,以下是中国关于注册会计师考试的单项选择题，请选出其中的正确答案。
"对于季节性融资，如果某公司在银行有多笔贷款，且贷款可展期，银行一定要确保其不被用于____。
A. 长期投资
B. 股票投资
C. 投机投资
D. 其他投资
",A. 长期投资,以下是中国关于银行从业资格证考试的单项选择题，请选出其中的正确答案。
"根据公司法律制度的规定，下列主体中，有资格提出上市公司独立董事候选人的是____。
A. 持有上市公司已发行股份1%以上的股东
B. 上市公司的董事长
C. 上市公司的职工代表大会
D. 上市公司的监事会主席
",A. 持有上市公司已发行股份1%以上的股东,以下是中国关于经济法考试的单项选择题，请选出其中的正确答案。
"一般来说，一国国际收支出现巨额顺差会使其____。
A. 货币疲软
B. 货币坚挺
C. 通货紧缩
D. 利率下跌
",B. 货币坚挺,以下是中国关于国际金融学考试的单项选择题，请选出其中的正确答案。
"今年的物价指数为144，去年的物价指数为120，通货膨胀率为____。
A. 0.1
B. 0.2
C. 0.24
D. 2.64
",B. 0.2,以下是中国关于宏观经济学考试的单项选择题，请选出其中的正确答案。
"下列个人汽车贷款不属于贷前调查的内容的____。
A. 借款申请人对所购汽车的了解程度
B. 核实借款人收入情况
C. 抵押物的存续状况
D. 登录车管所查询所购车辆抵押情况
",C. 抵押物的存续状况,以下是中国关于银行从业资格证考试的单项选择题，请选出其中的正确答案。
"甲注册会计师负责审计ABC公司2015年度财务报表，下列审计程序中，证实应收账款存在认定效果最佳的审计程序是____。
A. 检查销售文件已确定是否采用连续编号的销售单
B. 从应收账款明细账追查至销售合同、销售发票、发货单等原始凭证
C. 抽取发运凭证、销售合同等凭证和追查至应收账款明细账
D. 向销售客户进行函证
",D. 向销售客户进行函证,以下是中国关于审计学考试的单项选择题，请选出其中的正确答案。
"为了加强私募基金信息披露的制度建设，规范私募基金信息披露义务人向投资者进行披露的内容和方式，中国证券投资基金业协会出台了____。
A. 《私募投资基金募集行为管理办法》
B. 《私募投资基金信息披露管理办法》
C. 《证券投资基金法》
D. 《私募投资基金监督管理暂行办法》
",B. 《私募投资基金信息披露管理办法》,以下是中国关于基金从业资格证考试的单项选择题，请选出其中的正确答案。
"在一般物价水平会计下，调整固定资产原值和累计折旧项目的“基期一般物价指数”中的“基期”是指____。
A. 报告期初
B. 报告期末
C. 取得固定资产时
D. 出售固定资产时
",C. 取得固定资产时,以下是中国关于高级财务会计考试的单项选择题，请选出其中的正确答案。
"股指期货的交割是通过什么形式完成的____。
A. 从不交割
B. 根据股票指数进行现金交割
C. 对指数内每一只股票交割一个单位
D. 对指数内每一只股票按照指数的加权比例分别交割
",B. 根据股票指数进行现金交割,以下是中国关于金融学考试的单项选择题，请选出其中的正确答案。
"以下属于财政政策手段的是____。
A. 增加或减少货币供应量
B. 提高或降低汇率
C. 提高或降低利率
D. 提高或降低税率
",D. 提高或降低税率,以下是中国关于期货从业资格证考试的单项选择题，请选出其中的正确答案。
"某居民小区为了解住户对物业服务的看法，准备采取抽样调查方式搜集数据。物业管理部门利用最初的居民户登记名单进行抽样，但现在的小区中，原有的一些居民户已经搬走，同时有些是新入住的居民户。由此造成的误差属于____。
A. 随机误差
B. 抽样框误差
C. 计量误差
D. 无回答误差
",B. 抽样框误差,以下是中国关于统计学考试的单项选择题，请选出其中的正确答案。
