input,output,instruction
april gold up $1.40 to end the day at $554.40/oz in ny,No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
april gold up $1.40 to end the day at $554.40/oz in ny,Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
april gold up $1.40 to end the day at $554.40/oz in ny,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
april gold up $1.40 to end the day at $554.40/oz in ny,No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
april gold up $1.40 to end the day at $554.40/oz in ny,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
april gold up $1.40 to end the day at $554.40/oz in ny,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"Gold, Silver may trade lower today: Angel Commodities",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"Gold, Silver may trade lower today: Angel Commodities",No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"Gold, Silver may trade lower today: Angel Commodities",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"Gold, Silver may trade lower today: Angel Commodities",Yes,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"Gold, Silver may trade lower today: Angel Commodities",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"Gold, Silver may trade lower today: Angel Commodities",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"Gold, Silver may trade lower today: Angel Commodities",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"Gold, Silver may trade lower today: Angel Commodities",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"Gold, Silver may trade lower today: Angel Commodities",Yes,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"KAZ Minerals lifts copper, gold guidance",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"KAZ Minerals lifts copper, gold guidance",Yes,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"KAZ Minerals lifts copper, gold guidance",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"KAZ Minerals lifts copper, gold guidance",No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"KAZ Minerals lifts copper, gold guidance",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"KAZ Minerals lifts copper, gold guidance",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"KAZ Minerals lifts copper, gold guidance",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"KAZ Minerals lifts copper, gold guidance",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"KAZ Minerals lifts copper, gold guidance",Yes,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
Gold little-changed after data,Yes,Does the news headline talk about price? Please choose an answer from {Yes/No}.
Gold little-changed after data,No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
Gold little-changed after data,Yes,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
Gold little-changed after data,No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
Gold little-changed after data,Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
Gold little-changed after data,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
Gold little-changed after data,No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
Gold little-changed after data,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
Gold little-changed after data,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
germany : why gold market in germany is thriving,No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
germany : why gold market in germany is thriving,Yes,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
germany : why gold market in germany is thriving,No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
germany : why gold market in germany is thriving,No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
germany : why gold market in germany is thriving,Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
germany : why gold market in germany is thriving,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
germany : why gold market in germany is thriving,No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
germany : why gold market in germany is thriving,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
germany : why gold market in germany is thriving,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"august gold ends up $1.60, or 0.2%, at $936.20",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"august gold ends up $1.60, or 0.2%, at $936.20",Yes,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"august gold ends up $1.60, or 0.2%, at $936.20",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"august gold ends up $1.60, or 0.2%, at $936.20",No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"august gold ends up $1.60, or 0.2%, at $936.20",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"august gold ends up $1.60, or 0.2%, at $936.20",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"august gold ends up $1.60, or 0.2%, at $936.20",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"august gold ends up $1.60, or 0.2%, at $936.20",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"august gold ends up $1.60, or 0.2%, at $936.20",No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
gold futures at highest since early december,No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
